source,title,description,url,published,scraped_at,language,full_text
Free Malaysia Today,"PH dijangka berdepan cabaran besar pertahan P Pinang, kata penganalisis",Wong Chin Huat dari Sunway University dan Azmil Tayeb dari USM berkata gabungan BN dan PN berpotensi menarik sebahagian besar undi Melayu daripada Pakatan Harapan.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/08/07/ph-dijangka-berdepan-cabaran-besar-pertahan-p-pinang-kata-penganalisis,"Fri, 07 Aug 2026 01:00:00 +0000",2026-08-07T11:55:39.188771,en,"PH dijangka berdepan cabaran besar pertahan P Pinang, kata penganalisis Wong Chin Huat dari Sunway University dan Azmil Tayeb dari USM berkata gabungan BN dan PN berpotensi menarik sebahagian besar undi Melayu daripada Pakatan Harapan."
Free Malaysia Today,"Kuching, Kota Samarahan catat IPU tak sihat","Tiga daerah mencatatkan IPU sihat, iaitu Kangar, Bandaraya Melaka dan Port Dickson.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/08/07/kuching-samarahan-catat-ipu-tak-sihat,"Fri, 07 Aug 2026 00:55:00 +0000",2026-08-07T11:55:39.188771,en,"Kuching, Kota Samarahan catat IPU tak sihat Tiga daerah mencatatkan IPU sihat, iaitu Kangar, Bandaraya Melaka dan Port Dickson."
Free Malaysia Today,Ismail Sabri akan didakwa di IJN,Ahli Parlimen Bera itu dijangka didakwa di bawah Akta Suruhanjaya Pencegahan Rasuah Malaysia.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/08/07/ismail-sabri-akan-didakwa-di-ijn,"Fri, 07 Aug 2026 00:46:00 +0000",2026-08-07T11:55:39.188771,en,Ismail Sabri akan didakwa di IJN Ahli Parlimen Bera itu dijangka didakwa di bawah Akta Suruhanjaya Pencegahan Rasuah Malaysia.
Free Malaysia Today,Lepaskanlah Nurul Izzah,PKR perlu mula beri tumpuan untuk pulihkan keadaan dan fokus masa depan.,https://www.freemalaysiatoday.com/category/opinion/2026/08/07/lepaskanlah-nurul-izzah,"Fri, 07 Aug 2026 00:30:00 +0000",2026-08-07T11:55:39.188771,en,Lepaskanlah Nurul Izzah PKR perlu mula beri tumpuan untuk pulihkan keadaan dan fokus masa depan.
Free Malaysia Today,Kecekapan tenaga benteng keselamatan sektor industri,Peningkatan kecekapan tenaga mampu mengurangkan kebergantungan industri terhadap bekalan tenaga yang tidak stabil atau diimport.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/08/07/kecekapan-tenaga-benteng-keselamatan-sektor-industri,"Fri, 07 Aug 2026 00:15:00 +0000",2026-08-07T11:55:39.188771,en,Kecekapan tenaga benteng keselamatan sektor industri Peningkatan kecekapan tenaga mampu mengurangkan kebergantungan industri terhadap bekalan tenaga yang tidak stabil atau diimport.
Free Malaysia Today,Could the law prevent accountability in the TH fiasco?,Existing laws give ministers unlimited powers and make proving ill-intent difficult.,https://www.freemalaysiatoday.com/category/opinion/2026/08/07/could-the-law-prevent-accountability-in-the-th-fiasco,"Fri, 07 Aug 2026 00:00:00 +0000",2026-08-07T11:55:39.188771,en,Could the law prevent accountability in the TH fiasco? Existing laws give ministers unlimited powers and make proving ill-intent difficult.
Free Malaysia Today,Guowei’s artwork makes this mooncake box a gift with meaning,"Proceeds from this Johor Bahru centre's Mid-Autumn offering will support the education, care and daily requirements of 42 special-needs individuals.",https://www.freemalaysiatoday.com/category/leisure/2026/08/07/guowei-s-artwork-makes-this-mooncake-box-a-gift-with-meaning,"Fri, 07 Aug 2026 00:00:00 +0000",2026-08-07T11:55:39.188771,en,"Guowei’s artwork makes this mooncake box a gift with meaning Proceeds from this Johor Bahru centre's Mid-Autumn offering will support the education, care and daily requirements of 42 special-needs individuals."
Free Malaysia Today,"Airbnb lifts 2026 outlook again on US, European demand","Bookings jump 10% to 148.3 million, topping analyst estimates as North America posts its highest growth in nearly three years.",https://www.freemalaysiatoday.com/category/business/2026/08/07/airbnb-lifts-2026-outlook-again-on-us-european-demand,"Thu, 06 Aug 2026 23:59:00 +0000",2026-08-07T11:55:39.188771,en,"Airbnb lifts 2026 outlook again on US, European demand Bookings jump 10% to 148.3 million, topping analyst estimates as North America posts its highest growth in nearly three years."
Free Malaysia Today,"From drawing worlds to directing them, animator Wan Heidi ups her game","The ‘Build-It Blocks’ director says young creatives need strong fundamentals, adaptability and the courage to leave their comfort zones.",https://www.freemalaysiatoday.com/category/leisure/2026/08/07/from-drawing-worlds-to-directing-them-animator-wan-heidi-ups-her-game,"Thu, 06 Aug 2026 23:30:00 +0000",2026-08-07T11:55:39.188771,en,"From drawing worlds to directing them, animator Wan Heidi ups her game The ‘Build-It Blocks’ director says young creatives need strong fundamentals, adaptability and the courage to leave their comfort zones."
Malay Mail,Ten assemblymen sworn in as N. Sembilan exco members,"KUALA PILAH, Aug 7 &mdash; Ten Negeri Sembilan assemblymen took their oaths of office today as members of the State Exec...",https://www.malaymail.com/news/malaysia/2026/08/07/ten-assemblymen-sworn-in-as-n-sembilan-exco-members/230487,"Fri, 07 Aug 2026 11:39:54 +0800",2026-08-07T11:56:05.007885,en,"Ten assemblymen sworn in as N. Sembilan exco members KUALA PILAH, Aug 7 &mdash; Ten Negeri Sembilan assemblymen took their oaths of office today as members of the State Exec..."
Malay Mail,"Tuanku Muhriz reminds new N. Sembilan exco to reject abuse of power, prioritise people","KUALA PILAH, Aug 7 &mdash; The Yang Dipertuan Besar of Negeri Sembilan, Tuanku Muhriz Tuanku Munawir, has reminded the s...",https://www.malaymail.com/news/malaysia/2026/08/07/tuanku-muhriz-reminds-new-n-sembilan-exco-to-reject-abuse-of-power-prioritise-people/230485,"Fri, 07 Aug 2026 11:31:20 +0800",2026-08-07T11:56:05.007885,en,"Tuanku Muhriz reminds new N. Sembilan exco to reject abuse of power, prioritise people KUALA PILAH, Aug 7 &mdash; The Yang Dipertuan Besar of Negeri Sembilan, Tuanku Muhriz Tuanku Munawir, has reminded the s..."
Malay Mail,Home minister orders immediate probe into deaths of three cops in Beaufort electric shock tragedy,"KOTA KINABALU, Aug 7 &mdash; A comprehensive and transparent investigation has been ordered immediately to determine the...",https://www.malaymail.com/news/malaysia/2026/08/07/home-minister-orders-immediate-probe-into-deaths-of-three-cops-in-beaufort-electric-shock-tragedy/230477,"Fri, 07 Aug 2026 11:01:21 +0800",2026-08-07T11:56:05.007885,en,"Home minister orders immediate probe into deaths of three cops in Beaufort electric shock tragedy KOTA KINABALU, Aug 7 &mdash; A comprehensive and transparent investigation has been ordered immediately to determine the..."
Malay Mail,"‘If the head is gone, the tail will follow’: Bersatu leaders resign in Terengganu","MARANG, Aug 7 &mdash; Terengganu Bersatu was left reeling after Datuk Razali Idris announced his resignation as state ch...",https://www.malaymail.com/news/malaysia/2026/08/07/if-the-head-is-gone-the-tail-will-follow-bersatu-leaders-resign-in-terengganu/230472,"Fri, 07 Aug 2026 10:44:46 +0800",2026-08-07T11:56:05.007885,en,"‘If the head is gone, the tail will follow’: Bersatu leaders resign in Terengganu MARANG, Aug 7 &mdash; Terengganu Bersatu was left reeling after Datuk Razali Idris announced his resignation as state ch..."
Malay Mail,"Ex‑PM Ismail Sabri in IJN, corruption charge postponed to Aug 27","KUALA LUMPUR, Aug 7 &mdash; Former prime minister Datuk Seri Ismail Sabri Yaakob will not be charged at the Sessions Cou...",https://www.malaymail.com/news/malaysia/2026/08/07/expm-ismail-sabri-in-ijn-corruption-charge-postponed-to-aug-27/230465,"Fri, 07 Aug 2026 10:08:53 +0800",2026-08-07T11:56:05.007885,en,"Ex‑PM Ismail Sabri in IJN, corruption charge postponed to Aug 27 KUALA LUMPUR, Aug 7 &mdash; Former prime minister Datuk Seri Ismail Sabri Yaakob will not be charged at the Sessions Cou..."
Malay Mail,"Lim Guan Eng slams Reezal’s ‘cordial ties’ claim, says Umno acting as enemy within","KUALA LUMPUR, Aug 7 &mdash; Lim Guan Eng has hit back at Umno Supreme Council member Datuk Seri Reezal Merican Naina Mer...",https://www.malaymail.com/news/malaysia/2026/08/07/lim-guan-eng-slams-reezals-cordial-ties-claim-says-umno-acting-as-enemy-within/230464,"Fri, 07 Aug 2026 09:53:15 +0800",2026-08-07T11:56:05.007885,en,"Lim Guan Eng slams Reezal’s ‘cordial ties’ claim, says Umno acting as enemy within KUALA LUMPUR, Aug 7 &mdash; Lim Guan Eng has hit back at Umno Supreme Council member Datuk Seri Reezal Merican Naina Mer..."
Malay Mail,Nurul Izzah steps aside as PKR deputy to pursue studies,"KUALA LUMPUR, Aug 7 &mdash; Nurul Izzah Anwar said her decision to relinquish the post of PKR deputy president was made...",https://www.malaymail.com/news/malaysia/2026/08/07/nurul-izzah-steps-aside-as-pkr-deputy-to-pursue-studies/230460,"Fri, 07 Aug 2026 09:19:30 +0800",2026-08-07T11:56:05.007885,en,"Nurul Izzah steps aside as PKR deputy to pursue studies KUALA LUMPUR, Aug 7 &mdash; Nurul Izzah Anwar said her decision to relinquish the post of PKR deputy president was made..."
Malay Mail,Anwar orders full probe into deaths of three Beaufort policemen,"KUALA LUMPUR, Aug 7 &mdash; Prime Minister Datuk Seri Anwar Ibrahim has ordered a thorough, transparent, and prompt inve...",https://www.malaymail.com/news/malaysia/2026/08/07/anwar-orders-full-probe-into-deaths-of-three-beaufort-policemen/230457,"Fri, 07 Aug 2026 09:11:11 +0800",2026-08-07T11:56:05.007885,en,"Anwar orders full probe into deaths of three Beaufort policemen KUALA LUMPUR, Aug 7 &mdash; Prime Minister Datuk Seri Anwar Ibrahim has ordered a thorough, transparent, and prompt inve..."
Malay Mail,"Ismail Sabri expected to face MACC charge at IJN, Sessions Court judge to preside","KUALA LUMPUR, Aug 7 &mdash; Former prime minister Datuk Seri Ismail Sabri Yaakob is scheduled to face a charge under the...",https://www.malaymail.com/news/malaysia/2026/08/07/ismail-sabri-expected-to-face-macc-charge-at-ijn-sessions-court-judge-to-preside/230454,"Fri, 07 Aug 2026 08:57:10 +0800",2026-08-07T11:56:05.007885,en,"Ismail Sabri expected to face MACC charge at IJN, Sessions Court judge to preside KUALA LUMPUR, Aug 7 &mdash; Former prime minister Datuk Seri Ismail Sabri Yaakob is scheduled to face a charge under the..."
Malay Mail,Former PM Ismail Sabri to be charged at KL Sessions Court,"KUALA LUMPUR, Aug 6 &mdash; Former Prime Minister Datuk Seri Ismail Sabri Yaakob will be charged tomorrow at the Kuala L...",https://www.malaymail.com/news/malaysia/2026/08/06/former-pm-ismail-sabri-to-be-charged-tomorrow-at-kl-sessions-court/230444,"Thu, 06 Aug 2026 21:35:11 +0800",2026-08-07T11:56:05.007885,en,"Former PM Ismail Sabri to be charged at KL Sessions Court KUALA LUMPUR, Aug 6 &mdash; Former Prime Minister Datuk Seri Ismail Sabri Yaakob will be charged tomorrow at the Kuala L..."
Malay Mail,Joachim Gunsalam elected PBS president unopposed as party sees record nominations,"KOTA KINABALU, Aug 6 &mdash; Deputy Chief Minister I Datuk Seri&nbsp;Joachim Gunsalam has been elected as the new Parti...",https://www.malaymail.com/news/malaysia/2026/08/06/joachim-gunsalam-elected-pbs-president-unopposed-as-party-sees-record-nominations/230439,"Thu, 06 Aug 2026 20:00:56 +0800",2026-08-07T11:56:05.007885,en,"Joachim Gunsalam elected PBS president unopposed as party sees record nominations KOTA KINABALU, Aug 6 &mdash; Deputy Chief Minister I Datuk Seri&nbsp;Joachim Gunsalam has been elected as the new Parti..."
Malay Mail,PKR gives Nurul Izzah temporary leave from deputy president duties after congress,"KUALA LUMPUR, Aug 6 &mdash; Former Permatang Pauh MP Nurul Izzah Anwar will take temporary leave from her duties as PKR...",https://www.malaymail.com/news/malaysia/2026/08/06/pkr-gives-nurul-izzah-temporary-leave-from-deputy-president-duties-after-congress/230435,"Thu, 06 Aug 2026 19:32:35 +0800",2026-08-07T11:56:05.007885,en,"PKR gives Nurul Izzah temporary leave from deputy president duties after congress KUALA LUMPUR, Aug 6 &mdash; Former Permatang Pauh MP Nurul Izzah Anwar will take temporary leave from her duties as PKR..."
Malay Mail,"KL20 Summit goes nationwide with Penang, Johor stops as Malaysia ramps up startup ambitions","&nbsp;KUALA LUMPUR, Aug 6 &mdash; The KL20 Summit will expand beyond the capital this year, with events scheduled in Pen...",https://www.malaymail.com/news/malaysia/2026/08/06/kl20-summit-goes-nationwide-with-penang-johor-stops-as-malaysia-ramps-up-startup-ambitions/230429,"Thu, 06 Aug 2026 18:11:49 +0800",2026-08-07T11:56:05.007885,en,"KL20 Summit goes nationwide with Penang, Johor stops as Malaysia ramps up startup ambitions &nbsp;KUALA LUMPUR, Aug 6 &mdash; The KL20 Summit will expand beyond the capital this year, with events scheduled in Pen..."
Malay Mail,"Fahmi says Unity govt remains stable despite Johor, Negeri Sembilan political developments","&nbsp;KUALA LUMPUR, Aug 6 &mdash;&nbsp;Cooperation among parties in the Unity Government remains strong and stable despi...",https://www.malaymail.com/news/malaysia/2026/08/06/fahmi-says-unity-govt-remains-stable-despite-johor-negeri-sembilan-political-developments/230421,"Thu, 06 Aug 2026 16:47:41 +0800",2026-08-07T11:56:05.007885,en,"Fahmi says Unity govt remains stable despite Johor, Negeri Sembilan political developments &nbsp;KUALA LUMPUR, Aug 6 &mdash;&nbsp;Cooperation among parties in the Unity Government remains strong and stable despi..."
Malay Mail,"Penang Education Department launches probe after student allegedly targeted in sexual harassment, AI-manipulated images case","&nbsp;GEORGE TOWN, Aug 6 &mdash;&nbsp;The Penang State Education Department (JPNPP) has launched an internal investigati...",https://www.malaymail.com/news/malaysia/2026/08/06/penang-education-department-launches-probe-after-student-allegedly-targeted-in-sexual-harassment-ai-manipulated-images-case/230416,"Thu, 06 Aug 2026 16:08:20 +0800",2026-08-07T11:56:05.007885,en,"Penang Education Department launches probe after student allegedly targeted in sexual harassment, AI-manipulated images case &nbsp;GEORGE TOWN, Aug 6 &mdash;&nbsp;The Penang State Education Department (JPNPP) has launched an internal investigati..."
Malay Mail,Negeri Sembilan’s new exco line-up to take oath at Seri Menanti tomorrow,"SEREMBAN, Aug 6 — Negeri Sembilan’s new state executive council line-up is scheduled to be sworn in before Yang Dipert...",https://www.malaymail.com/news/malaysia/2026/08/06/negeri-sembilans-new-exco-line-up-to-take-oath-at-seri-menanti-tomorrow/230415,"Thu, 06 Aug 2026 16:05:04 +0800",2026-08-07T11:56:05.007885,en,"Negeri Sembilan’s new exco line-up to take oath at Seri Menanti tomorrow SEREMBAN, Aug 6 — Negeri Sembilan’s new state executive council line-up is scheduled to be sworn in before Yang Dipert..."
Malay Mail,Zahid says those involved in TH mismanagement must face consequences,"&nbsp;PUTRAJAYA, Aug 6 &mdash;&nbsp;&nbsp;Barisan Nasional (BN) and Umno&nbsp;will not tolerate any breach of trust or m...",https://www.malaymail.com/news/malaysia/2026/08/06/zahid-says-those-involved-in-th-mismanagement-must-face-consequences/230398,"Thu, 06 Aug 2026 13:38:15 +0800",2026-08-07T11:56:05.007885,en,"Zahid says those involved in TH mismanagement must face consequences &nbsp;PUTRAJAYA, Aug 6 &mdash;&nbsp;&nbsp;Barisan Nasional (BN) and Umno&nbsp;will not tolerate any breach of trust or m..."
Malay Mail,Pahang orders immediate action on hazardous trees after deadly Janda Baik incident,"&nbsp;KUANTAN, Aug 6 &mdash; The Pahang government has directed all relevant agencies to hold immediate discussions to a...",https://www.malaymail.com/news/malaysia/2026/08/06/pahang-orders-immediate-action-on-hazardous-trees-after-deadly-janda-baik-incident/230395,"Thu, 06 Aug 2026 12:58:49 +0800",2026-08-07T11:56:05.007885,en,"Pahang orders immediate action on hazardous trees after deadly Janda Baik incident &nbsp;KUANTAN, Aug 6 &mdash; The Pahang government has directed all relevant agencies to hold immediate discussions to a..."
